Time,Provider,Latitude,Longitude,Altitude,VerticalAccuracyMeters,Speed,SpeedAccuracyMetersPerSecond,Accuracy,Bearing,BearingAccuracyDegrees,beautiful,boring,depressing,lively,safety,wealthy,
2019-12-29 13:41:15:163,gps,30.51330445865463,114.40026607499094,13.89123535,3.44695306,11.39999962,0.83006024,9.93504620,8.19999981,2.46549678,33.0471305847168,56.91539764404297,60.36547470092773,31.5581169128418,32.97003936767578,39.85056686401367,
2019-12-29 13:41:16:161,gps,30.51340329553618,114.40028474156354,13.44775391,3.63649750,10.88000011,0.79605275,9.93504620,9.50000000,2.14477062,36.94980239868164,61.322486877441406,60.21746444702149,40.67211532592773,34.20688247680664,42.12263107299805,
2019-12-29 13:41:17:168,gps,30.513492891530223,114.4003094966319,13.69903564,3.45816374,10.27999973,1.49966657,9.93504620,10.30000019,5.84152603,23.4150447845459,64.99244689941406,58.35938262939453,40.399986267089844,32.875045776367195,43.031349182128906,
2019-12-29 13:41:18:165,gps,30.51357881436912,114.4003281420408,14.03002930,3.26060319,9.61999989,1.04292858,9.93504620,10.89999962,3.97209215,20.099390029907227,63.60756301879883,55.54104995727539,33.43056106567383,30.0338191986084,43.938560485839844,
2019-12-29 13:41:19:166,gps,30.513671490414087,114.40035019763509,13.90472412,3.36787462,10.14999962,1.64268076,9.93504620,10.50000000,6.85210943,26.6428279876709,60.4476432800293,64.62113189697266,38.3560676574707,38.97697067260742,44.0091667175293,
2019-12-29 13:41:20:165,gps,30.51376786662909,114.40036926387292,14.78704834,3.33281612,10.27999973,1.12160599,9.93504620,9.30000019,4.56115103,29.129365921020508,60.78527069091797,54.306190490722656,32.998916625976555,35.45978164672852,39.83616256713867,
2019-12-29 13:41:21:172,gps,30.51386257294602,114.40039026972332,15.26580811,3.45384860,10.68999958,1.67260277,9.93504620,9.50000000,6.63463449,40.72771072387695,66.961181640625,45.83045959472656,33.30810546875,35.221656799316406,28.269878387451172,
2019-12-29 13:41:22:171,gps,30.513961767582412,114.4004017770518,14.04516602,3.55749154,11.02999973,2.08492208,9.93504620,7.30000019,6.68026114,35.15648651123047,57.342994689941406,55.69515991210938,36.204200744628906,34.232006072998054,22.55422782897949,
2019-12-29 13:41:23:170,gps,30.51406161283914,114.40041456428128,14.87750244,3.66119528,11.30000019,1.08231235,9.93504620,5.00000000,3.85160851,42.232215881347656,59.00525283813477,53.98791122436523,41.24759292602539,30.11716651916504,26.882339477539066,
2019-12-29 13:41:24:170,gps,30.514158024729113,114.40042022203984,15.24218750,2.92703366,11.10000038,0.88955045,9.93504620,6.30000019,1.88531935,35.83244705200195,63.92693710327149,49.61161422729492,30.74648857116699,25.175790786743164,27.83549690246582,
2019-12-29 13:41:25:167,gps,30.514258730366915,114.40043332929572,15.05310059,3.15414762,11.18999958,0.94578010,9.93504620,8.19999981,1.89153314,41.48942184448242,59.74590682983398,46.16350173950195,35.99224090576172,32.733238220214844,23.81630897521973,
2019-12-29 13:41:26:168,gps,30.514357655795926,114.40044750626133,14.54309082,2.94562888,11.03999996,1.60206115,9.93504620,8.60000038,5.66309071,31.78346061706543,57.84407043457031,47.93421173095703,31.874797821044922,35.70541763305664,29.13261604309082,
2019-12-29 13:41:27:162,gps,30.514451170720648,114.4004653723051,15.12005615,2.93603706,10.18999958,2.01625896,9.93504620,9.60000038,6.38571119,33.66082763671875,61.13104629516602,52.9714469909668,39.22500991821289,27.39911460876465,33.25489044189453,
2019-12-29 13:41:28:163,gps,30.51453590151822,114.40047892808404,15.54125977,2.94683433,9.02000046,2.10211802,9.93504620,9.69999981,7.10154009,27.853139877319336,59.38778686523438,50.49678039550781,34.71356964111328,28.972021102905273,29.380815505981445,
2019-12-29 13:41:29:163,gps,30.514614299966524,114.40049132344114,15.67810059,3.02502394,8.39000034,2.26770806,9.96689415,9.19999981,8.75934696,34.325172424316406,59.71303939819336,44.491371154785156,41.427242279052734,33.87398147583008,30.3170108795166,
2019-12-29 13:41:31:525,gps,30.514685044200508,114.40049800881332,15.85827637,3.19605136,7.38999987,2.07241416,9.93504620,8.39999962,8.12311268,21.58802604675293,59.2909049987793,53.66807174682617,29.44668388366699,28.74498176574707,33.43933868408203,
2019-12-29 13:41:32:534,gps,30.514752319981024,114.40051293288055,15.62792969,3.19295931,7.34999990,1.97294199,9.93504620,8.69999981,8.45114994,29.791128158569336,64.81542205810547,51.97139358520508,39.37604904174805,29.522111892700195,33.349048614501946,
2019-12-29 13:41:33:519,gps,30.514821205439098,114.40052527739309,15.32812500,3.31587195,7.48000002,1.94486499,9.93504620,9.50000000,8.38622189,26.45278549194336,60.621131896972656,56.84125137329102,36.71539306640625,32.109130859375,39.925758361816406,
2019-12-29 13:41:34:519,gps,30.51489788380189,114.40053910239736,15.45281982,3.22482491,8.72999954,1.32003784,9.93504620,10.19999981,4.70304203,28.62196159362793,55.74845504760742,53.988746643066406,39.06229019165039,34.409603118896484,39.9262580871582,
2019-12-29 13:41:35:521,gps,30.514978964737182,114.4005567073102,15.58337402,3.96149707,9.47000027,1.05342305,9.93504620,10.00000000,2.50091743,36.45583724975586,60.57830429077149,44.53760147094727,34.07458877563477,33.63451766967773,32.300498962402344,
2019-12-29 13:41:36:535,gps,30.51506298698427,114.40057557230844,16.61352539,4.35354805,9.72999954,1.58700979,10.01850605,11.10000038,6.56551981,21.93415069580078,63.372596740722656,49.36939239501953,40.61554718017578,34.56515884399414,41.21203994750977,
2019-12-29 13:41:37:528,gps,30.51515255380004,114.4006034566411,16.58343506,4.74158955,10.17000008,2.07935095,10.16855240,10.89999962,7.37966919,38.234649658203125,60.84317398071289,55.19934463500977,35.87795639038086,27.72596549987793,33.238109588623054,
2019-12-29 13:41:38:526,gps,30.51524199813604,114.40062364190389,16.30468750,5.16550922,10.18000031,1.33454108,10.25198841,10.19999981,4.53232241,33.97102355957031,64.85372161865234,52.26351928710938,41.15461349487305,36.52342224121094,34.623592376708984,
2019-12-29 13:41:39:524,gps,30.51532819204642,114.40064574661825,15.88287354,4.99079370,9.36999989,1.79627395,10.19795322,10.60000038,7.47498465,36.00135040283203,62.072654724121094,48.64225387573242,33.97201156616211,28.641128540039066,32.90671920776367,
2019-12-29 13:41:40:526,gps,30.515408262549105,114.40066312138376,17.65661621,4.69145489,8.64000034,2.14273190,10.15854073,10.10000038,8.10925388,32.79732131958008,58.22083282470703,50.70060729980469,28.15359878540039,25.54707336425781,31.24544715881348,
2019-12-29 13:41:41:524,gps,30.515487401020255,114.40067493677273,17.56304932,4.54652977,8.61999989,2.25228763,10.17628288,9.39999962,8.79786205,23.519691467285156,56.72492218017578,44.75811004638672,32.483413696289055,35.80238723754883,37.18783187866211,
2019-12-29 13:41:42:543,gps,30.515572419156502,114.40067976357454,18.31042480,4.55234003,9.56999969,2.10440016,10.16019630,9.10000038,7.21494913,30.43643569946289,62.49359893798828,48.609046936035156,27.32120704650879,33.37823486328125,33.84649658203125,
2019-12-29 13:41:43:526,gps,30.51565822458916,114.40070723749498,17.12384033,4.34414244,10.27999973,1.22114706,10.03121281,12.69999981,4.03221560,27.983863830566406,58.165931701660156,47.35481643676758,36.386322021484375,29.77540397644043,35.22686004638672,
2019-12-29 13:41:44:529,gps,30.515747040461527,114.40073316184724,18.36602783,4.00155735,10.22999954,0.87206650,9.96045494,13.69999981,2.50946283,24.379505157470703,57.60502624511719,52.98543930053711,40.09923934936523,34.41486358642578,38.78851318359375,
2019-12-29 13:41:45:531,gps,30.51583767638462,114.40075746654239,19.82611084,4.00130749,10.27999973,1.65758860,9.98631763,12.80000019,6.74861240,30.772472381591797,58.61410140991211,50.9557991027832,32.973506927490234,35.64263916015625,39.94289016723633,
2019-12-29 13:41:46:523,gps,30.51592663908753,114.40077306223111,21.01263428,4.66313457,9.77000046,2.06932354,10.20291042,11.50000000,7.18072367,35.4750862121582,55.32946014404297,44.084068298339844,34.429656982421875,29.141054153442386,35.67230987548828,
2019-12-29 13:41:47:536,gps,30.515993092089715,114.40078007709546,20.07604980,4.11195183,7.42000008,1.03855669,9.98532867,11.00000000,5.72486591,27.858919143676758,60.628807067871094,56.25318908691406,28.499326705932614,26.62987327575684,37.34082794189453,
2019-12-29 13:41:48:526,gps,30.51605669018235,114.40080659907468,19.33105469,4.07175922,5.46999979,0.71589106,9.99652100,12.39999962,3.60989928,20.731990814208984,58.82742309570313,63.22900390625,30.36717796325684,35.720191955566406,29.97976875305176,
2019-12-29 13:41:49:525,gps,30.516113879933137,114.40081249327093,18.36523438,3.96052575,5.78000021,0.79649234,9.93504620,11.39999962,4.32314253,23.596506118774414,61.61064147949219,50.94295883178711,26.293346405029297,32.67056655883789,33.13832473754883,
2019-12-29 13:41:50:535,gps,30.516167797869553,114.40081580753052,16.79174805,3.99633908,6.09000015,0.83862984,9.97637463,10.80000019,4.64485645,30.88751983642578,55.96230697631836,51.7303581237793,22.98320388793945,31.723129272460934,28.05409812927246,
2019-12-29 13:41:51:533,gps,30.516231162950444,114.40083279075066,16.47302246,4.33254480,7.15000010,0.83006024,10.10879040,10.19999981,3.88228679,33.10575485229492,63.8480224609375,52.12738037109375,24.461824417114254,29.68885612487793,39.48828125,
2019-12-29 13:41:52:529,gps,30.516307802907374,114.40085212479332,16.62573242,4.15423965,8.69999981,0.82492423,10.11365891,8.39999962,3.14919972,34.475093841552734,62.55958557128906,55.60037612915039,30.66692352294922,36.43336868286133,34.47431182861328,
2019-12-29 13:41:53:522,gps,30.516392466309508,114.4008745390922,17.29626465,3.82669353,9.55000019,0.76026309,9.93504620,11.39999962,2.31342125,37.538536071777344,63.164710998535156,55.26093292236328,24.51385498046875,36.21150207519531,35.540855407714844,
2019-12-29 13:41:54:544,gps,30.516480029916043,114.40089466394043,17.26910400,3.19282770,10.05000019,0.80131143,9.93504620,10.50000000,2.52890897,38.28452682495117,60.175941467285156,53.72567367553711,29.943119049072266,36.6384391784668,36.96496963500977,
2019-12-29 13:41:55:532,gps,30.51656985534014,114.40091848844662,17.47766113,3.45757031,10.36999989,1.65849328,10.12248135,10.39999962,6.86044168,37.57502746582031,58.89583969116211,50.06646728515625,40.08880233764648,37.870452880859375,40.52028274536133,
2019-12-29 13:41:56:530,gps,30.51666164865409,114.40093329437556,17.73876953,3.36125255,10.56999969,1.01828289,9.93504620,10.19999981,3.90190911,31.554790496826172,60.52106475830078,53.22124862670898,21.221118927001953,29.36082649230957,30.9465389251709,
2019-12-29 13:41:57:529,gps,30.51675583385434,114.4009518799654,17.85723877,3.41911578,10.60999966,1.68772030,9.93504620,10.00000000,6.82827711,42.298648834228516,62.31870651245117,45.94705200195313,30.47345352172852,28.71759986877441,34.88197708129883,
2019-12-29 13:41:58:530,gps,30.51685724993095,114.40096581683588,18.48791504,3.36988544,11.27000046,2.12249851,9.93504620,8.19999981,6.63153887,42.53909683227539,57.90630722045898,46.50128555297852,33.452247619628906,30.91153907775879,34.72687149047852,
2019-12-29 13:41:59:529,gps,30.51696628696322,114.40097492505606,18.63922119,3.16488695,12.19999981,1.11825752,9.93504620,4.59999990,3.66613126,44.852046966552734,60.37411499023438,46.35657501220703,24.585559844970703,31.042131423950195,32.28088760375977,
2019-12-29 13:42:00:520,gps,30.51706775263606,114.4009874321217,18.04620361,3.10966325,13.06000042,0.75153178,9.93504620,7.30000019,1.58204830,36.139869689941406,59.76373672485352,50.7340316772461,35.93566131591797,34.43274307250977,30.875822067260746,
2019-12-29 13:42:01:529,gps,30.517192119164413,114.40101215940948,17.90551758,3.00244093,13.89000034,0.73824114,9.93504620,9.00000000,1.45798349,31.50568199157715,62.17510604858398,59.04357147216797,24.942272186279297,36.24555587768555,31.11995506286621,
2019-12-29 13:42:02:536,gps,30.517320927879485,114.40103957666243,17.32611084,2.89204907,14.47000027,0.73824114,9.93504620,9.89999962,1.39753222,33.27824020385742,59.98503112792969,54.29925537109375,26.94509696960449,25.70817756652832,23.11927032470703,
2019-12-29 13:42:03:528,gps,30.517439682633746,114.40106436339015,17.25756836,2.87580776,14.06999969,0.69778222,9.93504620,11.60000038,1.37380660,29.045089721679688,59.10527420043945,66.71157073974611,34.23129653930664,29.68431854248047,29.17768478393555,
2019-12-29 13:42:04:527,gps,30.517561529225,114.40109211991654,17.99902344,2.50000000,13.60000038,0.72917759,9.93504620,13.10000038,1.49313283,23.638811111450195,58.3855094909668,60.7830696105957,35.81144714355469,35.40032958984375,27.99596405029297,
2019-12-29 13:42:05:525,gps,30.51767648447169,114.40112276536993,17.66217041,2.50000000,12.81000042,0.81006175,9.93504620,13.30000019,1.97498810,32.57253646850586,56.00909042358398,56.44009780883789,35.590065002441406,27.54691505432129,29.507366180419922,
2019-12-29 13:42:06:529,gps,30.51778714841659,114.40115368036297,17.92187500,2.58035493,12.34000015,0.83354664,9.93504620,12.50000000,2.19573879,35.68363571166992,60.73990249633789,55.54503631591797,33.14876174926758,29.544965744018555,30.50240898132324,
2019-12-29 13:42:07:537,gps,30.517893050115834,114.40118213527184,18.54125977,2.51461053,11.96000004,0.85234970,9.93504620,11.50000000,2.38495660,24.26557731628418,57.52466583251953,66.34917449951172,31.37538719177246,32.51496124267578,37.03144836425781,
2019-12-29 13:42:08:528,gps,30.517998730987458,114.40120805051556,19.01275635,2.50000000,11.86999989,1.67260277,9.93504620,11.80000019,5.80225039,35.21261978149414,57.53297424316406,49.533668518066406,35.05367660522461,30.15021514892578,28.43445205688477,
2019-12-29 13:42:09:526,gps,30.51810254074345,114.40123220583799,18.48193359,2.50000000,11.42000008,2.09274936,9.93504620,11.19999981,6.22382021,26.573549270629883,53.529502868652344,60.54991912841797,42.56758499145508,31.8100528717041,34.29709625244141,
2019-12-29 13:42:10:521,gps,30.51819360515987,114.40125184072767,18.33795166,2.50000000,10.39999962,1.08231235,9.93504620,9.30000019,4.19308662,27.997472763061523,58.99397277832031,65.18282318115234,43.99119186401367,34.74573135375977,31.3233585357666,
2019-12-29 13:42:11:529,gps,30.518273464562,114.40126636542458,17.96258545,2.50000000,10.17000008,0.73824114,9.93504620,10.60000038,1.99592447,28.459888458251953,58.38135147094727,43.274818420410156,37.29435729980469,37.91303253173828,29.932218551635746,
2019-12-29 13:42:12:524,gps,30.518359908540283,114.40128961930589,18.18170166,2.50000000,9.14000034,0.73824114,9.93504620,10.80000019,2.21571231,26.30175018310547,62.49398040771485,47.57052612304688,41.71443176269531,33.49252700805664,36.38920974731445,
2019-12-29 13:42:13:527,gps,30.518434905621866,114.40130143398292,17.70251465,2.50000000,7.80000019,0.71112585,9.93504620,11.39999962,2.57064724,26.682872772216797,63.440673828125,47.09941864013672,36.39546203613281,29.34898567199707,35.75077438354492,
2019-12-29 13:42:14:527,gps,30.51849634846822,114.40131342744073,17.98974609,2.50000000,6.17000008,0.69778222,9.93504620,12.80000019,3.23134279,16.146623611450195,64.05137634277344,56.63116073608398,34.70309829711914,35.111888885498054,37.19630432128906,
2019-12-29 13:42:15:522,gps,30.51854690980919,114.40133223884848,18.70166016,2.50000000,5.61999989,1.40356684,9.93504620,29.79999924,10.67899323,7.099184036254883,61.60205459594727,68.02285766601561,25.88446807861328,30.83181381225586,32.23352432250977,
2019-12-29 13:42:16:521,gps,30.518578489669476,114.40136707598991,18.92510986,2.50000000,5.30000019,1.65302753,9.93504620,50.90000153,15.35322571,19.69182586669922,53.27430725097656,53.85303497314453,40.07316589355469,28.535259246826172,44.6596908569336,
2019-12-29 13:42:17:528,gps,30.518585310345344,114.40143291581151,17.64660645,2.50000000,5.38999987,0.93348807,9.93504620,82.00000000,8.12444878,30.16184425354004,62.64437103271485,56.508094787597656,31.038555145263672,33.16277313232422,35.92536926269531,
2019-12-29 13:42:18:525,gps,30.518597938744744,114.40148458831432,18.71386719,2.50000000,5.40000010,0.82661963,9.93504620,85.00000000,5.63542366,33.1980094909668,60.42570877075195,64.08932495117189,34.361083984375,32.234336853027344,41.37195587158203,
2019-12-29 13:42:19:526,gps,30.518602497566295,114.40154747807352,18.44506836,2.50000000,6.00000000,1.79769301,9.93504620,87.59999847,14.99602032,37.96549606323242,55.9561882019043,61.0955924987793,34.791980743408196,31.46961784362793,44.71553039550781,
2019-12-29 13:42:20:532,gps,30.518610945434116,114.40160296926757,18.94781494,2.50000000,5.55999994,2.70292425,9.93504620,85.30000305,26.33303261,39.109657287597656,55.76934814453125,62.30702590942383,38.689903259277344,35.51376342773437,35.567359924316406,
2019-12-29 13:42:21:534,gps,30.518611451166972,114.4016603392903,18.81481934,2.50000000,5.55000019,3.08185005,9.93504620,88.00000000,30.48567581,35.63027572631836,55.86613845825195,53.35414123535156,35.80248260498047,26.78991889953613,45.37128448486328,
